From Date,To Date,Ozone,CO,SO2,NO2,PM10,PM2.5,State,City,Station,AQI,AQI_Category
06-10-2022 00:00,07-10-2022 00:00,47.93,0.78,5.55,20.39,60.52,46.99,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",78.31666666666666,Satisfactory
07-10-2022 00:00,08-10-2022 00:00,36.97,0.81,5.81,23.83,64.63,37.27,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",64.63,Satisfactory
08-10-2022 00:00,09-10-2022 00:00,31.29,0.59,5.68,19.49,55.02,26.76,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",55.02,Satisfactory
09-10-2022 00:00,10-10-2022 00:00,29.54,0.47,6.68,20.73,67.5,39.77,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",67.5,Satisfactory
10-10-2022 00:00,11-10-2022 00:00,24.51,0.54,6.7,15.05,47.15,27.33,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",47.15,Good
11-10-2022 00:00,12-10-2022 00:00,19.76,0.94,5.36,19.34,46.09,28.49,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",47.483333333333334,Good
12-10-2022 00:00,13-10-2022 00:00,39.65,0.61,5.16,19.93,44.2,29.56,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",49.266666666666666,Good
13-10-2022 00:00,14-10-2022 00:00,37.8,0.58,5.13,17.71,30.8,20.61,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",37.8,Good
14-10-2022 00:00,15-10-2022 00:00,28.2,0.51,5.03,18.17,41.97,24.67,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",41.97,Good
15-10-2022 00:00,16-10-2022 00:00,23.78,0.47,5.2,17.1,48.11,27.47,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",48.11,Good
16-10-2022 00:00,17-10-2022 00:00,24.7,0.61,5.01,15.0,41.94,26.48,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",44.13333333333333,Good
17-10-2022 00:00,18-10-2022 00:00,16.71,0.65,5.39,10.09,41.99,22.28,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",41.99,Good
18-10-2022 00:00,19-10-2022 00:00,21.05,0.83,4.97,13.81,49.95,27.58,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",49.95,Good
19-10-2022 00:00,20-10-2022 00:00,36.78,0.54,5.49,14.32,53.28,30.06,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",53.28,Satisfactory
20-10-2022 00:00,21-10-2022 00:00,40.36,0.55,5.43,2.0,73.93,41.19,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",73.93,Satisfactory
21-10-2022 00:00,22-10-2022 00:00,46.57,0.49,5.64,,49.58,30.06,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",500.0,Severe
22-10-2022 00:00,23-10-2022 00:00,48.88,0.76,5.79,,85.89,54.87,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",500.0,Severe
23-10-2022 00:00,24-10-2022 00:00,74.94,0.73,9.08,30.54,103.09,60.09,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",102.06,Moderate
24-10-2022 00:00,25-10-2022 00:00,67.93,0.77,19.12,33.95,189.96,125.42,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",304.16923076923075,Very Poor
25-10-2022 00:00,26-10-2022 00:00,78.42,0.85,10.52,33.92,136.56,78.72,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",162.4,Moderate
26-10-2022 00:00,27-10-2022 00:00,71.89,0.94,8.91,38.71,132.23,75.11,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",150.36666666666667,Moderate
27-10-2022 00:00,28-10-2022 00:00,56.14,0.9,8.23,33.56,133.86,64.42,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",122.57333333333334,Moderate
28-10-2022 00:00,29-10-2022 00:00,54.85,0.37,9.63,24.15,87.23,57.92,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",96.53333333333333,Satisfactory
29-10-2022 00:00,30-10-2022 00:00,60.53,0.57,10.67,23.07,83.85,57.3,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",95.5,Satisfactory
30-10-2022 00:00,31-10-2022 00:00,76.33,0.74,9.58,22.41,98.99,65.16,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",117.19999999999999,Moderate
31-10-2022 00:00,01-11-2022 00:00,82.24,0.85,10.7,33.23,119.59,72.1,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",140.33333333333331,Moderate
01-11-2022 00:00,02-11-2022 00:00,40.07,0.99,6.77,35.69,107.0,70.16,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",133.86666666666667,Moderate
02-11-2022 00:00,03-11-2022 00:00,19.85,0.84,4.95,22.77,47.23,34.09,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",56.81666666666667,Satisfactory
03-11-2022 00:00,04-11-2022 00:00,13.34,1.53,4.92,26.8,52.45,36.68,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",76.5,Satisfactory
04-11-2022 00:00,05-11-2022 00:00,22.94,0.39,4.58,20.12,55.87,36.84,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",61.400000000000006,Satisfactory
05-11-2022 00:00,06-11-2022 00:00,30.59,0.43,6.01,18.84,47.69,27.54,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",47.69,Good
06-11-2022 00:00,07-11-2022 00:00,41.84,0.5,6.18,21.2,75.02,51.91,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",86.51666666666667,Satisfactory
07-11-2022 00:00,08-11-2022 00:00,57.8,0.9,7.05,26.49,89.22,60.2,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",100.66666666666667,Moderate
08-11-2022 00:00,09-11-2022 00:00,67.18,0.91,8.3,31.3,84.0,52.35,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",87.25,Satisfactory
09-11-2022 00:00,10-11-2022 00:00,72.84,1.05,9.29,34.76,93.55,57.15,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",95.25,Satisfactory
10-11-2022 00:00,11-11-2022 00:00,68.72,0.69,6.89,21.42,73.65,49.76,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",82.93333333333334,Satisfactory
11-11-2022 00:00,12-11-2022 00:00,67.41,1.2,9.4,8.02,96.37,72.43,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",141.43333333333337,Moderate
12-11-2022 00:00,13-11-2022 00:00,66.36,0.68,7.5,,66.37,49.18,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",500.0,Severe
13-11-2022 00:00,14-11-2022 00:00,36.73,0.45,6.16,,24.92,19.23,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",500.0,Severe
14-11-2022 00:00,15-11-2022 00:00,44.76,0.81,6.03,,39.16,26.81,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",500.0,Severe
15-11-2022 00:00,16-11-2022 00:00,51.0,0.84,7.56,23.63,54.17,37.13,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",61.88333333333334,Satisfactory
16-11-2022 00:00,17-11-2022 00:00,55.5,1.28,6.37,39.14,132.37,90.36,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",201.2,Poor
17-11-2022 00:00,18-11-2022 00:00,69.11,1.34,8.29,36.62,76.81,48.7,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",81.16666666666667,Satisfactory
18-11-2022 00:00,19-11-2022 00:00,53.07,0.98,8.6,6.0,61.94,36.97,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",61.94,Satisfactory
19-11-2022 00:00,20-11-2022 00:00,,,,,,,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",500.0,Severe
20-11-2022 00:00,21-11-2022 00:00,83.76,0.92,14.43,6.0,54.81,31.84,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",83.76,Satisfactory
21-11-2022 00:00,22-11-2022 00:00,61.8,0.65,10.11,21.49,48.93,27.75,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",61.8,Satisfactory
22-11-2022 00:00,23-11-2022 00:00,49.9,0.57,6.54,22.48,29.96,19.31,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",49.9,Good
23-11-2022 00:00,24-11-2022 00:00,21.52,0.64,5.03,23.94,20.07,10.38,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",32.0,Good
24-11-2022 00:00,25-11-2022 00:00,31.2,0.69,7.07,17.81,25.2,12.54,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",34.5,Good
25-11-2022 00:00,26-11-2022 00:00,32.45,0.55,5.8,14.29,23.12,10.65,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",32.45,Good
26-11-2022 00:00,27-11-2022 00:00,39.41,0.68,7.47,,29.01,13.47,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",500.0,Severe
27-11-2022 00:00,28-11-2022 00:00,53.31,0.78,6.62,,33.12,16.72,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",500.0,Severe
28-11-2022 00:00,29-11-2022 00:00,73.09,0.97,6.66,23.22,45.71,21.41,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",73.09,Satisfactory
29-11-2022 00:00,30-11-2022 00:00,80.4,1.06,7.86,27.1,48.9,23.5,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",80.4,Satisfactory
30-11-2022 00:00,01-12-2022 00:00,81.29,0.85,8.76,28.37,43.91,18.32,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",81.29,Satisfactory
01-12-2022 00:00,02-12-2022 00:00,54.13,0.78,6.3,30.07,45.55,24.07,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",54.13,Satisfactory
02-12-2022 00:00,03-12-2022 00:00,43.16,0.89,6.55,21.43,31.93,15.03,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",44.5,Good
03-12-2022 00:00,04-12-2022 00:00,25.2,0.37,7.76,20.3,22.1,9.45,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",25.375,Good
04-12-2022 00:00,05-12-2022 00:00,41.05,0.68,7.07,17.36,21.1,10.37,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",41.05,Good
05-12-2022 00:00,06-12-2022 00:00,60.76,0.84,6.7,22.03,42.81,22.31,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",60.76,Satisfactory
06-12-2022 00:00,07-12-2022 00:00,58.5,0.9,7.69,31.13,56.67,26.9,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",58.5,Satisfactory
07-12-2022 00:00,08-12-2022 00:00,50.41,1.31,8.9,44.83,50.89,21.6,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",65.5,Satisfactory
08-12-2022 00:00,09-12-2022 00:00,54.87,1.58,8.28,47.49,81.04,34.49,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",81.04,Satisfactory
09-12-2022 00:00,10-12-2022 00:00,83.23,0.94,14.96,,50.2,22.99,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",500.0,Severe
10-12-2022 00:00,11-12-2022 00:00,47.34,0.81,5.91,,37.69,25.69,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",500.0,Severe
11-12-2022 00:00,12-12-2022 00:00,37.04,0.45,6.23,19.87,16.77,9.4,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",37.04,Good
12-12-2022 00:00,13-12-2022 00:00,25.77,0.39,5.65,18.26,15.09,8.07,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",25.77,Good
13-12-2022 00:00,14-12-2022 00:00,25.05,0.67,5.69,21.99,18.17,10.11,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",33.5,Good
14-12-2022 00:00,15-12-2022 00:00,18.12,0.31,5.7,17.98,15.13,6.95,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",22.475,Good
15-12-2022 00:00,16-12-2022 00:00,42.75,0.75,11.66,26.01,33.22,10.76,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",42.75,Good
16-12-2022 00:00,17-12-2022 00:00,39.88,0.83,14.99,,42.72,15.45,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",500.0,Severe
17-12-2022 00:00,18-12-2022 00:00,42.23,0.83,8.52,,42.02,19.02,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",500.0,Severe
18-12-2022 00:00,19-12-2022 00:00,52.85,0.67,7.72,,47.09,22.69,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",500.0,Severe
19-12-2022 00:00,20-12-2022 00:00,68.78,0.78,8.35,25.03,43.57,19.79,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",68.78,Satisfactory
20-12-2022 00:00,21-12-2022 00:00,57.24,0.77,8.38,27.16,42.74,21.2,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",57.24,Satisfactory
21-12-2022 00:00,22-12-2022 00:00,67.94,0.71,14.68,26.84,39.49,18.77,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",67.94,Satisfactory
22-12-2022 00:00,23-12-2022 00:00,53.89,0.8,10.63,30.72,48.02,24.23,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",53.89,Satisfactory
23-12-2022 00:00,24-12-2022 00:00,54.04,0.96,8.84,34.72,49.82,24.82,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",54.04,Satisfactory
24-12-2022 00:00,25-12-2022 00:00,58.05,0.87,10.57,30.66,53.82,19.46,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",58.05,Satisfactory
25-12-2022 00:00,26-12-2022 00:00,41.23,0.71,6.4,23.74,39.11,20.39,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",41.23,Good
26-12-2022 00:00,27-12-2022 00:00,28.67,0.36,7.89,15.81,14.92,6.87,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",28.67,Good
27-12-2022 00:00,28-12-2022 00:00,31.05,0.55,5.69,15.62,11.06,6.67,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",31.05,Good
28-12-2022 00:00,29-12-2022 00:00,28.34,0.71,6.4,19.29,33.16,9.31,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",35.5,Good
29-12-2022 00:00,30-12-2022 00:00,42.08,0.77,7.52,25.3,26.67,10.94,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",42.08,Good
30-12-2022 00:00,31-12-2022 00:00,51.3,0.67,6.98,22.28,32.86,13.19,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",51.3,Satisfactory
31-12-2022 00:00,01-01-2023 00:00,54.14,0.78,6.05,27.18,36.05,14.7,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",54.14,Satisfactory
01-01-2023 00:00,02-01-2023 00:00,65.28,0.77,7.02,27.2,36.4,16.76,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",65.28,Satisfactory
02-01-2023 00:00,03-01-2023 00:00,59.7,0.71,7.14,19.58,32.79,14.86,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",59.7,Satisfactory
03-01-2023 00:00,04-01-2023 00:00,48.88,0.66,6.81,23.17,32.04,14.4,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",48.88,Good
04-01-2023 00:00,05-01-2023 00:00,54.18,0.67,6.14,22.89,36.36,16.83,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",54.18,Satisfactory
05-01-2023 00:00,06-01-2023 00:00,64.63,0.69,7.11,18.07,32.38,16.54,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",64.63,Satisfactory
06-01-2023 00:00,07-01-2023 00:00,79.54,0.66,8.71,14.4,38.27,19.4,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",79.54,Satisfactory
07-01-2023 00:00,08-01-2023 00:00,71.19,0.74,6.27,,42.1,21.29,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",500.0,Severe
08-01-2023 00:00,09-01-2023 00:00,69.66,0.91,7.49,27.14,47.75,20.1,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",69.66,Satisfactory
09-01-2023 00:00,10-01-2023 00:00,63.06,1.15,10.76,35.96,84.24,32.04,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",84.24,Satisfactory
10-01-2023 00:00,11-01-2023 00:00,56.54,0.77,6.43,21.06,64.0,25.25,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",64.0,Satisfactory
11-01-2023 00:00,12-01-2023 00:00,73.77,0.76,11.17,27.89,38.37,20.19,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",73.77,Satisfactory
12-01-2023 00:00,13-01-2023 00:00,80.68,1.1,10.42,37.67,40.57,17.6,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",80.68,Satisfactory
13-01-2023 00:00,14-01-2023 00:00,63.52,0.83,10.04,36.2,40.48,17.18,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",63.52,Satisfactory
14-01-2023 00:00,15-01-2023 00:00,61.46,0.98,9.29,40.58,44.25,20.54,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",61.46,Satisfactory
15-01-2023 00:00,16-01-2023 00:00,66.84,0.73,8.65,,36.92,17.86,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",500.0,Severe
16-01-2023 00:00,17-01-2023 00:00,58.38,0.85,10.22,,35.07,16.62,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",500.0,Severe
17-01-2023 00:00,18-01-2023 00:00,50.29,0.78,6.94,,29.0,13.4,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",500.0,Severe
18-01-2023 00:00,19-01-2023 00:00,60.98,0.61,11.74,21.28,28.89,13.48,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",60.98,Satisfactory
19-01-2023 00:00,20-01-2023 00:00,60.99,0.76,10.38,25.78,34.06,16.54,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",60.99,Satisfactory
20-01-2023 00:00,21-01-2023 00:00,55.04,0.63,5.99,24.27,36.15,18.31,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",55.04,Satisfactory
21-01-2023 00:00,22-01-2023 00:00,44.36,0.75,9.55,23.88,38.93,19.21,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",44.36,Good
22-01-2023 00:00,23-01-2023 00:00,52.77,0.61,6.19,18.72,35.74,17.66,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",52.77,Satisfactory
23-01-2023 00:00,24-01-2023 00:00,56.72,0.67,7.89,17.91,46.29,23.53,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",56.72,Satisfactory
24-01-2023 00:00,25-01-2023 00:00,50.33,0.52,8.43,16.09,33.13,21.15,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",50.33,Satisfactory
25-01-2023 00:00,26-01-2023 00:00,64.11,0.32,11.56,17.56,31.6,18.41,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",64.11,Satisfactory
26-01-2023 00:00,27-01-2023 00:00,69.53,0.67,11.56,20.93,54.03,29.91,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",69.53,Satisfactory
27-01-2023 00:00,28-01-2023 00:00,70.36,0.71,10.95,17.14,51.26,33.28,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",70.36,Satisfactory
28-01-2023 00:00,29-01-2023 00:00,74.38,0.86,11.24,23.29,53.03,32.18,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",74.38,Satisfactory
29-01-2023 00:00,30-01-2023 00:00,76.65,0.75,9.36,21.4,45.68,27.19,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",76.65,Satisfactory
30-01-2023 00:00,31-01-2023 00:00,67.67,0.69,9.74,17.08,45.81,29.09,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",67.67,Satisfactory
31-01-2023 00:00,01-02-2023 00:00,68.26,0.85,7.91,11.53,41.49,26.21,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",68.26,Satisfactory
01-02-2023 00:00,02-02-2023 00:00,74.0,0.76,14.46,,52.69,31.67,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",500.0,Severe
02-02-2023 00:00,03-02-2023 00:00,95.53,0.68,11.99,,52.75,28.41,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",500.0,Severe
03-02-2023 00:00,04-02-2023 00:00,81.1,0.92,10.81,20.44,49.32,31.9,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",81.1,Satisfactory
04-02-2023 00:00,05-02-2023 00:00,81.01,1.01,12.43,26.48,56.38,31.94,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",81.01,Satisfactory
05-02-2023 00:00,06-02-2023 00:00,81.41,0.81,16.8,29.91,61.47,29.1,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",81.41,Satisfactory
06-02-2023 00:00,07-02-2023 00:00,76.38,1.0,10.06,32.87,55.1,25.62,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",76.38,Satisfactory
07-02-2023 00:00,08-02-2023 00:00,85.79,0.9,15.63,31.36,58.46,31.63,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",85.79,Satisfactory
08-02-2023 00:00,09-02-2023 00:00,82.49,0.81,14.11,33.84,60.46,30.78,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",82.49,Satisfactory
09-02-2023 00:00,10-02-2023 00:00,84.21,0.86,12.06,33.02,55.74,28.46,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",84.21,Satisfactory
10-02-2023 00:00,11-02-2023 00:00,74.49,0.84,10.95,33.88,56.25,30.55,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",74.49,Satisfactory
11-02-2023 00:00,12-02-2023 00:00,68.48,0.86,10.63,36.27,53.69,27.72,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",68.48,Satisfactory
12-02-2023 00:00,13-02-2023 00:00,79.41,0.6,12.65,32.24,56.93,29.09,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",79.41,Satisfactory
13-02-2023 00:00,14-02-2023 00:00,71.43,0.96,13.72,37.56,59.98,27.78,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",71.43,Satisfactory
14-02-2023 00:00,15-02-2023 00:00,72.55,1.03,11.97,40.17,75.41,34.39,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",75.41,Satisfactory
15-02-2023 00:00,16-02-2023 00:00,69.68,1.1,11.94,43.33,82.37,39.1,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",82.37,Satisfactory
16-02-2023 00:00,17-02-2023 00:00,73.04,1.04,11.72,39.81,91.53,44.33,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",91.53,Satisfactory
17-02-2023 00:00,18-02-2023 00:00,95.75,0.95,16.55,33.9,74.01,35.51,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",95.75,Satisfactory
18-02-2023 00:00,19-02-2023 00:00,81.19,0.79,11.92,33.46,75.29,39.2,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",81.19,Satisfactory
19-02-2023 00:00,20-02-2023 00:00,77.99,0.65,12.94,26.44,61.54,34.15,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",77.99,Satisfactory
20-02-2023 00:00,21-02-2023 00:00,70.31,1.01,12.66,30.94,64.22,35.47,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",70.31,Satisfactory
21-02-2023 00:00,22-02-2023 00:00,73.37,0.91,11.51,37.24,70.43,36.6,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",73.37,Satisfactory
22-02-2023 00:00,23-02-2023 00:00,91.9,0.78,12.76,33.0,78.08,41.75,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",91.9,Satisfactory
23-02-2023 00:00,24-02-2023 00:00,89.32,0.79,12.36,26.37,67.45,39.77,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",89.32,Satisfactory
24-02-2023 00:00,25-02-2023 00:00,40.33,1.02,12.92,32.98,72.84,41.84,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",72.84,Satisfactory
25-02-2023 00:00,26-02-2023 00:00,45.41,0.88,13.27,28.58,65.96,36.05,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",65.96,Satisfactory
26-02-2023 00:00,27-02-2023 00:00,53.1,0.91,17.21,24.24,66.49,40.15,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",66.91666666666666,Satisfactory
27-02-2023 00:00,28-02-2023 00:00,48.38,0.82,14.11,26.05,69.92,42.16,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",70.26666666666667,Satisfactory
28-02-2023 00:00,01-03-2023 00:00,39.84,0.7,13.09,23.46,54.92,31.85,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",54.92,Satisfactory
01-03-2023 00:00,02-03-2023 00:00,42.56,0.69,12.77,17.21,46.96,30.34,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",50.56666666666666,Satisfactory
02-03-2023 00:00,03-03-2023 00:00,40.89,0.74,16.47,20.68,60.67,35.84,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",60.67,Satisfactory
03-03-2023 00:00,04-03-2023 00:00,47.32,0.45,14.5,26.52,66.83,36.12,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",66.83,Satisfactory
04-03-2023 00:00,05-03-2023 00:00,48.92,0.89,27.12,27.13,74.31,40.37,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",74.31,Satisfactory
05-03-2023 00:00,06-03-2023 00:00,45.07,0.76,14.19,24.87,65.86,38.38,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",65.86,Satisfactory
