From Date,To Date,Ozone,CO,SO2,NO2,PM10,PM2.5,State,City,Station,AQI,AQI_Category
28-01-2022 00:00,29-01-2022 00:00,37.12,0.76,7.91,16.34,144.12,71.33,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",137.76666666666665,Moderate
29-01-2022 00:00,30-01-2022 00:00,40.57,0.85,9.19,21.54,140.97,78.89,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",162.96666666666667,Moderate
30-01-2022 00:00,31-01-2022 00:00,36.1,0.91,7.54,22.21,119.67,73.61,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",145.36666666666667,Moderate
31-01-2022 00:00,01-02-2022 00:00,29.79,0.94,4.96,17.83,94.49,64.33,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",114.43333333333332,Moderate
01-02-2022 00:00,02-02-2022 00:00,37.75,0.96,6.44,21.87,101.7,69.8,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",132.66666666666666,Moderate
02-02-2022 00:00,03-02-2022 00:00,47.56,0.87,7.2,30.74,84.5,54.59,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",90.98333333333335,Satisfactory
03-02-2022 00:00,04-02-2022 00:00,33.5,0.78,7.89,19.11,65.09,33.35,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",65.09,Satisfactory
04-02-2022 00:00,05-02-2022 00:00,31.78,0.92,6.11,26.06,75.6,44.94,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",75.6,Satisfactory
05-02-2022 00:00,06-02-2022 00:00,33.43,0.93,5.28,21.07,87.95,58.88,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",98.13333333333334,Satisfactory
06-02-2022 00:00,07-02-2022 00:00,27.45,0.79,6.12,18.11,55.06,34.2,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",57.00000000000001,Satisfactory
07-02-2022 00:00,08-02-2022 00:00,29.38,0.82,6.26,23.31,75.29,41.96,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",75.29,Satisfactory
08-02-2022 00:00,09-02-2022 00:00,36.96,0.82,6.2,24.98,88.04,48.57,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",88.04,Satisfactory
09-02-2022 00:00,10-02-2022 00:00,40.6,0.78,5.99,16.18,66.33,37.03,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",66.33,Satisfactory
10-02-2022 00:00,11-02-2022 00:00,32.93,0.83,7.41,24.8,68.05,40.66,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",68.05,Satisfactory
11-02-2022 00:00,12-02-2022 00:00,29.54,0.76,9.36,18.86,50.66,29.6,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",50.66,Satisfactory
12-02-2022 00:00,13-02-2022 00:00,36.22,0.67,7.3,12.87,63.09,40.03,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",66.71666666666667,Satisfactory
13-02-2022 00:00,14-02-2022 00:00,,,,,,,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",500.0,Severe
14-02-2022 00:00,15-02-2022 00:00,36.54,0.99,6.1,22.67,82.31,56.98,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",94.96666666666667,Satisfactory
15-02-2022 00:00,16-02-2022 00:00,40.38,0.8,5.03,19.31,67.36,46.07,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",76.78333333333333,Satisfactory
16-02-2022 00:00,17-02-2022 00:00,42.9,0.89,6.19,25.52,73.31,47.0,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",78.33333333333334,Satisfactory
17-02-2022 00:00,18-02-2022 00:00,42.66,0.79,4.47,22.88,59.25,39.05,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",65.08333333333333,Satisfactory
18-02-2022 00:00,19-02-2022 00:00,38.3,0.86,3.82,16.34,62.92,39.19,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",65.31666666666666,Satisfactory
19-02-2022 00:00,20-02-2022 00:00,35.33,0.88,6.48,21.32,69.28,46.51,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",77.51666666666667,Satisfactory
20-02-2022 00:00,21-02-2022 00:00,39.13,0.84,5.53,25.96,87.98,58.4,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",97.33333333333334,Satisfactory
21-02-2022 00:00,22-02-2022 00:00,42.08,0.83,6.44,19.89,97.46,54.35,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",97.46,Satisfactory
22-02-2022 00:00,23-02-2022 00:00,38.54,0.79,8.18,16.29,82.26,40.58,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",82.26,Satisfactory
23-02-2022 00:00,24-02-2022 00:00,24.26,0.79,6.34,17.67,62.48,33.55,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",62.48,Satisfactory
24-02-2022 00:00,25-02-2022 00:00,19.09,0.76,7.87,18.75,50.35,32.55,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",54.24999999999999,Satisfactory
25-02-2022 00:00,26-02-2022 00:00,26.49,0.85,6.09,25.99,62.1,39.79,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",66.31666666666666,Satisfactory
26-02-2022 00:00,27-02-2022 00:00,19.04,0.78,6.77,20.84,58.03,32.49,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",58.03,Satisfactory
27-02-2022 00:00,28-02-2022 00:00,17.61,0.78,5.65,22.19,45.41,26.07,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",45.41,Good
28-02-2022 00:00,01-03-2022 00:00,19.92,0.76,5.5,24.97,35.67,22.45,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",38.0,Good
01-03-2022 00:00,02-03-2022 00:00,30.96,0.7,3.75,25.68,34.66,22.58,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",37.63333333333333,Good
02-03-2022 00:00,03-03-2022 00:00,28.24,0.65,5.23,23.89,28.06,16.54,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",32.5,Good
03-03-2022 00:00,04-03-2022 00:00,35.56,0.67,9.94,20.32,47.06,27.31,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",47.06,Good
04-03-2022 00:00,05-03-2022 00:00,36.18,0.79,8.58,14.37,69.46,40.75,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",69.46,Satisfactory
05-03-2022 00:00,06-03-2022 00:00,29.71,0.78,8.13,20.84,56.05,30.96,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",56.05,Satisfactory
06-03-2022 00:00,07-03-2022 00:00,31.78,0.73,4.64,18.73,44.92,22.6,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",44.92,Good
07-03-2022 00:00,08-03-2022 00:00,39.91,0.77,8.29,19.39,55.4,34.27,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",57.116666666666674,Satisfactory
08-03-2022 00:00,09-03-2022 00:00,33.04,0.92,17.63,33.33,89.15,56.39,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",93.98333333333333,Satisfactory
09-03-2022 00:00,10-03-2022 00:00,46.59,0.85,12.14,32.87,99.9,60.72,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",102.39999999999999,Moderate
10-03-2022 00:00,11-03-2022 00:00,55.85,0.81,12.47,31.12,88.26,59.08,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",98.46666666666667,Satisfactory
11-03-2022 00:00,12-03-2022 00:00,44.09,0.82,9.63,37.44,93.27,43.79,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",93.27,Satisfactory
12-03-2022 00:00,13-03-2022 00:00,44.27,0.87,9.83,33.64,70.43,43.57,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",72.61666666666667,Satisfactory
13-03-2022 00:00,14-03-2022 00:00,36.13,1.31,12.38,44.06,90.33,56.87,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",94.78333333333333,Satisfactory
14-03-2022 00:00,15-03-2022 00:00,44.47,1.0,11.06,38.11,117.39,69.48,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",131.60000000000002,Moderate
15-03-2022 00:00,16-03-2022 00:00,49.45,1.03,13.67,41.06,117.94,74.59,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",148.63333333333335,Moderate
16-03-2022 00:00,17-03-2022 00:00,49.17,1.03,10.33,50.78,107.06,66.23,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",120.76666666666668,Moderate
17-03-2022 00:00,18-03-2022 00:00,44.27,1.01,10.63,48.65,118.78,61.35,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",112.52,Moderate
18-03-2022 00:00,19-03-2022 00:00,49.72,0.88,12.07,34.3,107.86,51.19,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",105.24,Moderate
19-03-2022 00:00,20-03-2022 00:00,36.56,0.96,9.49,21.16,113.6,59.82,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",109.06666666666666,Moderate
20-03-2022 00:00,21-03-2022 00:00,39.05,1.05,8.09,24.36,93.7,59.77,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",99.61666666666667,Satisfactory
21-03-2022 00:00,22-03-2022 00:00,34.84,1.06,6.14,25.97,101.55,59.99,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",101.03333333333333,Moderate
22-03-2022 00:00,23-03-2022 00:00,35.41,1.17,8.89,34.51,100.89,62.26,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",107.53333333333333,Moderate
23-03-2022 00:00,24-03-2022 00:00,34.15,1.11,11.09,28.64,127.65,77.86,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",159.53333333333333,Moderate
24-03-2022 00:00,25-03-2022 00:00,26.14,0.88,9.07,18.98,100.19,54.41,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",100.12666666666667,Moderate
25-03-2022 00:00,26-03-2022 00:00,22.27,0.87,7.3,18.67,81.55,47.24,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",81.55,Satisfactory
26-03-2022 00:00,27-03-2022 00:00,23.99,0.95,9.44,27.7,92.15,50.97,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",92.15,Satisfactory
27-03-2022 00:00,28-03-2022 00:00,22.32,0.76,13.48,15.32,90.0,40.42,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",90.0,Satisfactory
28-03-2022 00:00,29-03-2022 00:00,27.85,0.84,11.41,21.82,77.37,45.32,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",77.37,Satisfactory
29-03-2022 00:00,30-03-2022 00:00,31.42,0.85,9.54,24.59,74.12,41.7,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",74.12,Satisfactory
30-03-2022 00:00,31-03-2022 00:00,48.38,0.96,9.66,26.47,97.15,52.0,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",97.15,Satisfactory
31-03-2022 00:00,01-04-2022 00:00,42.8,0.96,8.8,24.64,92.8,46.0,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",92.8,Satisfactory
01-04-2022 00:00,02-04-2022 00:00,25.87,0.85,7.56,15.72,72.43,36.79,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",72.43,Satisfactory
02-04-2022 00:00,03-04-2022 00:00,28.04,0.86,5.51,20.37,75.4,40.72,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",75.4,Satisfactory
03-04-2022 00:00,04-04-2022 00:00,22.66,0.84,7.49,25.23,67.82,39.38,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",67.82,Satisfactory
04-04-2022 00:00,05-04-2022 00:00,21.85,0.77,8.3,15.37,58.5,28.14,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",58.5,Satisfactory
05-04-2022 00:00,06-04-2022 00:00,17.48,0.76,5.97,20.56,48.54,20.64,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",48.54,Good
06-04-2022 00:00,07-04-2022 00:00,21.91,0.83,5.5,27.1,61.12,24.64,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",61.12,Satisfactory
07-04-2022 00:00,08-04-2022 00:00,25.19,0.85,6.11,26.72,74.06,31.79,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",74.06,Satisfactory
08-04-2022 00:00,09-04-2022 00:00,15.14,0.92,10.4,26.86,65.65,30.57,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",65.65,Satisfactory
09-04-2022 00:00,10-04-2022 00:00,14.66,0.83,6.7,24.25,47.25,19.3,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",47.25,Good
10-04-2022 00:00,11-04-2022 00:00,15.04,0.83,8.29,23.75,35.81,14.14,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",41.5,Good
11-04-2022 00:00,12-04-2022 00:00,11.58,0.88,5.79,22.75,34.71,14.97,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",44.0,Good
12-04-2022 00:00,13-04-2022 00:00,13.33,0.86,8.68,23.54,41.98,18.36,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",43.0,Good
13-04-2022 00:00,14-04-2022 00:00,13.7,0.87,7.29,23.1,43.12,20.12,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",43.5,Good
14-04-2022 00:00,15-04-2022 00:00,20.6,0.76,6.92,20.71,56.0,19.9,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",56.0,Satisfactory
15-04-2022 00:00,16-04-2022 00:00,28.87,0.9,8.22,35.54,73.55,31.9,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",73.55,Satisfactory
16-04-2022 00:00,17-04-2022 00:00,29.37,1.0,7.73,27.04,92.01,39.21,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",92.01,Satisfactory
17-04-2022 00:00,18-04-2022 00:00,31.4,0.96,8.67,32.55,82.25,46.48,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",82.25,Satisfactory
18-04-2022 00:00,19-04-2022 00:00,28.66,0.97,10.68,30.77,80.67,45.88,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",80.67,Satisfactory
19-04-2022 00:00,20-04-2022 00:00,27.73,0.84,12.83,27.39,82.25,42.26,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",82.25,Satisfactory
20-04-2022 00:00,21-04-2022 00:00,32.36,0.89,9.64,22.95,80.47,39.7,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",80.47,Satisfactory
21-04-2022 00:00,22-04-2022 00:00,23.14,0.82,4.28,17.62,66.68,28.64,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",66.68,Satisfactory
22-04-2022 00:00,23-04-2022 00:00,16.34,0.79,4.77,19.08,50.4,16.74,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",50.4,Satisfactory
23-04-2022 00:00,24-04-2022 00:00,15.31,0.84,6.18,20.84,50.4,16.35,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",50.4,Satisfactory
24-04-2022 00:00,25-04-2022 00:00,24.02,0.79,6.88,22.78,61.12,21.84,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",61.12,Satisfactory
25-04-2022 00:00,26-04-2022 00:00,29.64,0.8,9.76,22.85,83.96,30.85,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",83.96,Satisfactory
26-04-2022 00:00,27-04-2022 00:00,31.47,0.9,11.71,23.55,83.29,36.67,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",83.29,Satisfactory
27-04-2022 00:00,28-04-2022 00:00,28.13,0.92,11.34,23.15,89.26,35.62,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",89.26,Satisfactory
28-04-2022 00:00,29-04-2022 00:00,27.46,0.87,7.93,19.96,69.89,27.42,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",69.89,Satisfactory
29-04-2022 00:00,30-04-2022 00:00,35.02,0.83,7.84,26.16,86.53,38.5,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",86.53,Satisfactory
30-04-2022 00:00,01-05-2022 00:00,41.21,1.0,10.63,29.43,116.99,49.89,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",111.32666666666667,Moderate
01-05-2022 00:00,02-05-2022 00:00,37.94,1.0,10.9,32.42,106.67,55.54,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",104.44666666666667,Moderate
02-05-2022 00:00,03-05-2022 00:00,40.92,0.96,5.59,37.89,76.57,44.29,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",76.57,Satisfactory
03-05-2022 00:00,04-05-2022 00:00,48.23,1.02,9.7,21.79,89.36,50.09,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",89.36,Satisfactory
04-05-2022 00:00,05-05-2022 00:00,27.15,0.96,9.57,23.16,83.46,46.54,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",83.46,Satisfactory
05-05-2022 00:00,06-05-2022 00:00,29.98,1.03,4.66,26.43,82.67,45.39,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",82.67,Satisfactory
06-05-2022 00:00,07-05-2022 00:00,22.67,1.04,8.89,28.31,94.34,53.22,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",94.34,Satisfactory
07-05-2022 00:00,08-05-2022 00:00,27.33,1.06,4.62,40.88,97.76,60.46,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",101.53333333333333,Moderate
08-05-2022 00:00,09-05-2022 00:00,36.79,1.05,7.68,34.6,118.67,65.82,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",119.39999999999998,Moderate
09-05-2022 00:00,10-05-2022 00:00,34.28,0.98,6.65,39.43,108.38,57.15,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",105.58666666666666,Moderate
10-05-2022 00:00,11-05-2022 00:00,33.68,0.81,5.29,19.16,85.52,40.38,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",85.52,Satisfactory
11-05-2022 00:00,12-05-2022 00:00,33.6,0.84,3.92,16.85,49.04,27.52,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",49.04,Good
12-05-2022 00:00,13-05-2022 00:00,22.24,0.81,4.58,14.81,43.52,24.33,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",43.52,Good
13-05-2022 00:00,14-05-2022 00:00,17.78,0.81,4.59,21.03,68.44,32.66,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",68.44,Satisfactory
14-05-2022 00:00,15-05-2022 00:00,19.52,0.99,5.14,27.01,81.03,37.88,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",81.03,Satisfactory
15-05-2022 00:00,16-05-2022 00:00,16.93,0.88,4.2,26.24,77.96,38.19,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",77.96,Satisfactory
16-05-2022 00:00,17-05-2022 00:00,15.82,1.1,5.41,27.81,77.88,42.46,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",77.88,Satisfactory
17-05-2022 00:00,18-05-2022 00:00,17.27,0.94,5.99,24.03,60.44,35.51,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",60.44,Satisfactory
18-05-2022 00:00,19-05-2022 00:00,17.42,0.89,4.52,20.75,49.69,23.3,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",49.69,Good
19-05-2022 00:00,20-05-2022 00:00,18.39,0.72,4.82,15.98,29.08,11.97,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",36.0,Good
20-05-2022 00:00,21-05-2022 00:00,19.56,0.75,4.95,19.8,59.9,29.3,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",59.9,Satisfactory
21-05-2022 00:00,22-05-2022 00:00,23.84,0.81,4.61,23.03,77.62,35.62,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",77.62,Satisfactory
22-05-2022 00:00,23-05-2022 00:00,16.53,0.85,4.64,25.09,75.49,31.07,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",75.49,Satisfactory
23-05-2022 00:00,24-05-2022 00:00,14.99,0.87,3.61,25.58,57.54,22.89,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",57.54,Satisfactory
24-05-2022 00:00,25-05-2022 00:00,14.44,0.86,6.15,29.1,70.39,24.79,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",70.39,Satisfactory
25-05-2022 00:00,26-05-2022 00:00,17.65,0.89,4.87,26.57,77.13,29.45,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",77.13,Satisfactory
26-05-2022 00:00,27-05-2022 00:00,23.48,0.8,3.7,26.32,66.09,30.58,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",66.09,Satisfactory
27-05-2022 00:00,28-05-2022 00:00,19.21,0.84,5.45,28.48,82.28,31.8,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",82.28,Satisfactory
28-05-2022 00:00,29-05-2022 00:00,16.9,0.74,4.88,26.59,85.51,30.41,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",85.51,Satisfactory
29-05-2022 00:00,30-05-2022 00:00,18.52,0.74,4.43,24.18,72.78,26.04,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",72.78,Satisfactory
30-05-2022 00:00,31-05-2022 00:00,19.3,0.79,5.0,26.91,73.21,27.58,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",73.21,Satisfactory
31-05-2022 00:00,01-06-2022 00:00,22.58,0.82,4.35,22.78,60.75,21.98,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",60.75,Satisfactory
01-06-2022 00:00,02-06-2022 00:00,23.47,0.91,4.57,32.07,77.28,28.56,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",77.28,Satisfactory
02-06-2022 00:00,03-06-2022 00:00,22.54,1.01,6.01,38.1,98.52,39.81,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",98.52,Satisfactory
03-06-2022 00:00,04-06-2022 00:00,33.51,0.88,5.34,29.61,83.11,36.64,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",83.11,Satisfactory
04-06-2022 00:00,05-06-2022 00:00,33.69,0.85,4.81,27.89,80.49,31.81,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",80.49,Satisfactory
05-06-2022 00:00,06-06-2022 00:00,30.16,0.94,4.09,34.64,95.74,40.21,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",95.74,Satisfactory
06-06-2022 00:00,07-06-2022 00:00,31.61,0.99,3.58,28.56,51.39,26.97,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",51.39,Satisfactory
07-06-2022 00:00,08-06-2022 00:00,26.52,0.9,5.04,29.12,58.28,26.29,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",58.28,Satisfactory
08-06-2022 00:00,09-06-2022 00:00,24.89,0.94,5.39,30.91,51.7,24.4,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",51.7,Satisfactory
09-06-2022 00:00,10-06-2022 00:00,18.68,0.79,4.86,26.28,41.83,15.72,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",41.83,Good
10-06-2022 00:00,11-06-2022 00:00,19.78,0.81,4.35,25.72,40.92,17.09,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",40.92,Good
11-06-2022 00:00,12-06-2022 00:00,17.1,0.79,5.21,29.5,47.38,13.42,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",47.38,Good
12-06-2022 00:00,13-06-2022 00:00,16.28,0.8,3.07,24.43,37.28,8.25,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",40.0,Good
13-06-2022 00:00,14-06-2022 00:00,15.0,0.78,4.33,23.48,23.04,11.15,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",39.0,Good
14-06-2022 00:00,15-06-2022 00:00,,0.84,,,35.0,15.0,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",500.0,Severe
15-06-2022 00:00,16-06-2022 00:00,13.41,0.81,2.79,27.34,46.62,20.75,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",46.62,Good
16-06-2022 00:00,17-06-2022 00:00,10.53,0.94,5.61,30.27,54.15,25.85,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",54.15,Satisfactory
17-06-2022 00:00,18-06-2022 00:00,17.44,0.88,3.45,26.97,44.06,21.79,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",44.06,Good
18-06-2022 00:00,19-06-2022 00:00,16.15,0.95,6.9,25.09,54.65,33.77,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",56.28333333333334,Satisfactory
19-06-2022 00:00,20-06-2022 00:00,9.98,0.97,4.44,23.37,33.58,14.1,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",48.5,Good
20-06-2022 00:00,21-06-2022 00:00,9.62,0.85,4.1,21.1,29.22,11.99,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",42.5,Good
21-06-2022 00:00,22-06-2022 00:00,10.82,0.79,3.47,17.41,29.51,13.08,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",39.5,Good
22-06-2022 00:00,23-06-2022 00:00,13.28,0.7,4.32,16.24,29.92,13.69,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",35.0,Good
23-06-2022 00:00,24-06-2022 00:00,14.83,1.0,3.14,18.75,35.05,14.7,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",50.0,Good
24-06-2022 00:00,25-06-2022 00:00,13.45,0.85,3.82,22.63,27.68,9.68,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",42.5,Good
25-06-2022 00:00,26-06-2022 00:00,17.54,0.8,4.58,21.28,58.0,13.53,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",58.0,Satisfactory
26-06-2022 00:00,27-06-2022 00:00,13.79,0.84,2.46,27.45,70.24,22.88,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",70.24,Satisfactory
27-06-2022 00:00,28-06-2022 00:00,14.2,0.71,4.23,16.75,50.1,14.68,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",50.1,Satisfactory
28-06-2022 00:00,29-06-2022 00:00,13.44,0.74,5.92,19.16,48.65,15.99,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",48.65,Good
29-06-2022 00:00,30-06-2022 00:00,14.85,0.71,4.72,15.5,39.47,13.76,Andhra Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",39.47,Good
